slug	count	file_count	files	locations
repo-studios-migration-playbook	1	1	.repo_studios/docs/playbooks/playbook-migration.md	.repo_studios/docs/playbooks/playbook-migration.md:22
repo-studios-monkey-patch-governance	1	1	.repo_studios/docs/standards/global/std-global-monkey-patching.md	.repo_studios/docs/standards/global/std-global-monkey-patching.md:20
repo-studios-naming-conventions	1	1	.repo_studios/docs/naming_conventions.md	.repo_studios/docs/naming_conventions.md:1
repo-studios-project-operating-standard	1	1	.repo_studios/docs/standards/project/std-project-operating-standard.md	.repo_studios/docs/standards/project/std-project-operating-standard.md:21
repo-studios-prompt-engineering-standards	1	1	.repo_studios/docs/standards/global/std-global-prompt-engineering.md	.repo_studios/docs/standards/global/std-global-prompt-engineering.md:22
repo-studios-prompt-library-playbook	1	1	.repo_studios/docs/playbooks/playbook-prompt-library.md	.repo_studios/docs/playbooks/playbook-prompt-library.md:21
repo-studios-python-engineering-standards	1	1	.repo_studios/docs/standards/global/std-global-python-engineering.md	.repo_studios/docs/standards/global/std-global-python-engineering.md:21
repo-studios-python-remediation-instructions	1	1	.repo_studios/docs/standards/project/std-project-python-instructions.md	.repo_studios/docs/standards/project/std-project-python-instructions.md:21
repo-studios-standards-markdown-authoring-for-ai-agent-and-human-integration	1	1	.repo_studios/docs/standards/global/std-global-markdown-authoring.md	.repo_studios/docs/standards/global/std-global-markdown-authoring.md:20
repo-studios-strategic-architecture-operational-manifesto	1	1	.repo_studios/docs/Repo_Studios_MOU_Strategic_Architecture.md	.repo_studios/docs/Repo_Studios_MOU_Strategic_Architecture.md:3
repo-studios-structural-checklist-project-name	1	1	.repo_studios/docs/templates/structural_checklist_template.md	.repo_studios/docs/templates/structural_checklist_template.md:8
report-layout	1	1	.repo_studios/docs/inventory_reports.md	.repo_studios/docs/inventory_reports.md:17
reports-roadmap	1	1	.repo_studios/docs/directory_layout.md	.repo_studios/docs/directory_layout.md:31
required-sections-when-relevant	1	1	.repo_studios/docs/standards/global/std-global-markdown-authoring.md	.repo_studios/docs/standards/global/std-global-markdown-authoring.md:54
research-actions-open	1	1	.repo_studios/docs/automation/refactor_library_integration_notes.md	.repo_studios/docs/automation/refactor_library_integration_notes.md:58
risks-considerations	1	1	.repo_studios/docs/automation/traceability/generate_churn_complexity_heatmap_modernization_plan.md	.repo_studios/docs/automation/traceability/generate_churn_complexity_heatmap_modernization_plan.md:68
roadmap	1	1	.repo_studios/docs/inventory_validation.md	.repo_studios/docs/inventory_validation.md:61
rollback	1	1	.repo_studios/docs/playbooks/playbook-memory-refresh.md	.repo_studios/docs/playbooks/playbook-memory-refresh.md:96
rollback-guidance	1	1	.repo_studios/docs/playbooks/playbook-migration.md	.repo_studios/docs/playbooks/playbook-migration.md:68
run-batch-cleanup-modernization-plan-draft-2025-11-24	1	1	.repo_studios/docs/automation/traceability/run_batch_cleanup_modernization_plan.md	.repo_studios/docs/automation/traceability/run_batch_cleanup_modernization_plan.md:1
running-the-renderer	1	1	.repo_studios/docs/inventory_reports.md	.repo_studios/docs/inventory_reports.md:7
running-the-validator	1	1	.repo_studios/docs/inventory_validation.md	.repo_studios/docs/inventory_validation.md:7
scancodeplaceholderspy	1	1	.repo_studios/docs/automation/scan_code_placeholders.md	.repo_studios/docs/automation/scan_code_placeholders.md:1
scanmonkeypatchespy	1	1	.repo_studios/docs/automation/scan_monkey_patches.md	.repo_studios/docs/automation/scan_monkey_patches.md:1
scope	1	1	.repo_studios/docs/standards/global/std-global-monkey-patching.md	.repo_studios/docs/standards/global/std-global-monkey-patching.md:28
scope-prerequisites	1	1	.repo_studios/docs/playbooks/playbook-migration.md	.repo_studios/docs/playbooks/playbook-migration.md:30
scripts-automation	1	1	.repo_studios/docs/naming_conventions.md	.repo_studios/docs/naming_conventions.md:15
security	1	1	.repo_studios/docs/standards/global/std-global-chainlit-ui.md	.repo_studios/docs/standards/global/std-global-chainlit-ui.md:184
seedstandardspromptspy	1	1	.repo_studios/docs/automation/seed_standards_prompts.md	.repo_studios/docs/automation/seed_standards_prompts.md:1
self-updating-instructions	1	1	.repo_studios/docs/standards/global/std-global-markdown-authoring.md	.repo_studios/docs/standards/global/std-global-markdown-authoring.md:82
severity-heuristic	1	1	.repo_studios/docs/automation/standards-extraction-spec.md	.repo_studios/docs/automation/standards-extraction-spec.md:76
short-title	1	1	.repo_studios/docs/templates/agent_note_template.md	.repo_studios/docs/templates/agent_note_template.md:8
show-a-bad-or-discouraged-code-pattern-here	1	1	.repo_studios/docs/standards/project/std-project-python-instructions.md	.repo_studios/docs/standards/project/std-project-python-instructions.md:48
show-the-clean-modern-or-approved-pattern-here	1	1	.repo_studios/docs/standards/project/std-project-python-instructions.md	.repo_studios/docs/standards/project/std-project-python-instructions.md:53
source-structure	1	1	.repo_studios/docs/standards/global/std-global-css-authoring.md	.repo_studios/docs/standards/global/std-global-css-authoring.md:10
standards-index-schema-specification	1	1	.repo_studios/docs/automation/standards-index-schema.md	.repo_studios/docs/automation/standards-index-schema.md:21
standards-reference-map	1	1	.repo_studios/docs/playbooks/playbook-agent-operations.md	.repo_studios/docs/playbooks/playbook-agent-operations.md:64
standards-rule-extraction-specification	1	1	.repo_studios/docs/automation/standards-extraction-spec.md	.repo_studios/docs/automation/standards-extraction-spec.md:21
state-management	1	1	.repo_studios/docs/standards/global/std-global-chainlit-ui.md	.repo_studios/docs/standards/global/std-global-chainlit-ui.md:138
status	1	1	.repo_studios/docs/automation/traceability/run_batch_cleanup_modernization_plan.md	.repo_studios/docs/automation/traceability/run_batch_cleanup_modernization_plan.md:3
step-by-step-plan	1	1	.repo_studios/docs/automation/function_inventory_integration_plan.md	.repo_studios/docs/automation/function_inventory_integration_plan.md:9
structural-checklist-template	1	1	.repo_studios/docs/templates/structural_checklist_template.md	.repo_studios/docs/templates/structural_checklist_template.md:1
structural-requirements	1	1	.repo_studios/docs/standards/global/std-global-python-engineering.md	.repo_studios/docs/standards/global/std-global-python-engineering.md:51
style-and-formatting	1	1	.repo_studios/docs/standards/global/std-global-python-engineering.md	.repo_studios/docs/standards/global/std-global-python-engineering.md:37
style-essentials	1	1	standards/global/std-global-markdown-authoring.md	standards/global/std-global-markdown-authoring.md:18
styling-css	1	1	.repo_studios/docs/standards/global/std-global-html-coding.md	.repo_studios/docs/standards/global/std-global-html-coding.md:51
summary	1	1	.repo_studios/docs/standards/global/std-global-mission-parameters.md	.repo_studios/docs/standards/global/std-global-mission-parameters.md:131
summary-metrics	1	1	.repo_studios/docs/inventory/inventory-notes.md	.repo_studios/docs/inventory/inventory-notes.md:28
supported-patterns	1	1	.repo_studios/docs/automation/extract_standards_rules.md	.repo_studios/docs/automation/extract_standards_rules.md:11
system-snapshot	1	1	.repo_studios/docs/playbooks/playbook-agent-operations.md	.repo_studios/docs/playbooks/playbook-agent-operations.md:29
technology-baseline	1	1	.repo_studios/docs/standards/project/std-project-operating-standard.md	.repo_studios/docs/standards/project/std-project-operating-standard.md:37
test-sets-metricsdbpath-but-the-server-still-uses-an-old-cached-path	1	1	.repo_studios/docs/standards/project/std-project-python-instructions.md	.repo_studios/docs/standards/project/std-project-python-instructions.md:280
testing-and-testability	1	1	.repo_studios/docs/standards/global/std-global-chainlit-ui.md	.repo_studios/docs/standards/global/std-global-chainlit-ui.md:170
testing-expectations	1	1	.repo_studios/docs/standards/global/std-global-python-engineering.md	.repo_studios/docs/standards/global/std-global-python-engineering.md:207
testing-protocol	1	1	.repo_studios/docs/standards/global/std-global-code-cleanup.md	.repo_studios/docs/standards/global/std-global-code-cleanup.md:44
testing-qa-expectations	1	1	.repo_studios/docs/standards/project/std-project-operating-standard.md	.repo_studios/docs/standards/project/std-project-operating-standard.md:63
testing-tooling	1	1	.repo_studios/docs/standards/global/std-global-javascript-engineering.md	.repo_studios/docs/standards/global/std-global-javascript-engineering.md:30
tests-fixtures	1	1	.repo_studios/docs/naming_conventions.md	.repo_studios/docs/naming_conventions.md:21
tooling-checklist	1	1	.repo_studios/docs/standards/global/std-global-python-engineering.md	.repo_studios/docs/standards/global/std-global-python-engineering.md:247
tooling-delivery	1	1	.repo_studios/docs/standards/global/std-global-css-authoring.md	.repo_studios/docs/standards/global/std-global-css-authoring.md:28
top-level-structure	1	1	.repo_studios/docs/automation/standards-index-schema.md	.repo_studios/docs/automation/standards-index-schema.md:27
triggers	1	1	.repo_studios/docs/playbooks/playbook-memory-refresh.md	.repo_studios/docs/playbooks/playbook-memory-refresh.md:29
typecheck-report-producer	1	1	.repo_studios/docs/automation/generate_typecheck_report.md	.repo_studios/docs/automation/generate_typecheck_report.md:1
types-requests	1	1	.repo_studios/docs/standards/project/std-project-python-instructions.md	.repo_studios/docs/standards/project/std-project-python-instructions.md:592
unpaired-producers-proposed-consumers	1	1	.repo_studios/docs/automation/traceability/producer_consumer_traceability_audit.md	.repo_studios/docs/automation/traceability/producer_consumer_traceability_audit.md:27
updating-prompts	1	1	.repo_studios/docs/playbooks/playbook-prompt-library.md	.repo_studios/docs/playbooks/playbook-prompt-library.md:47
use-400-for-invalid-client-input-401403-for-auth-issues-404-when-not-found	1	1	.repo_studios/docs/standards/project/std-project-python-instructions.md	.repo_studios/docs/standards/project/std-project-python-instructions.md:323
use-logging-instead-or-remove-if-unnecessary	1	1	.repo_studios/docs/standards/project/std-project-python-instructions.md	.repo_studios/docs/standards/project/std-project-python-instructions.md:107
using-requests-or-testclient-sync-patterns-inconsistently-with-async-code	1	1	.repo_studios/docs/standards/project/std-project-python-instructions.md	.repo_studios/docs/standards/project/std-project-python-instructions.md:222
v-roi-analysis-justification	1	1	.repo_studios/docs/Repo_Studios_MOU_Strategic_Architecture.md	.repo_studios/docs/Repo_Studios_MOU_Strategic_Architecture.md:274
validate-inventory-producer	1	1	.repo_studios/docs/automation/validate_inventory.md	.repo_studios/docs/automation/validate_inventory.md:1
validateimportboundariespy	1	1	.repo_studios/docs/automation/validate_import_boundaries.md	.repo_studios/docs/automation/validate_import_boundaries.md:1
validatemarkdownanchorspy	1	1	.repo_studios/docs/automation/validate_markdown_anchors.md	.repo_studios/docs/automation/validate_markdown_anchors.md:1
validatemetricsanchorstubspy	1	1	.repo_studios/docs/automation/validate_metrics_anchor_stubs.md	.repo_studios/docs/automation/validate_metrics_anchor_stubs.md:1
validation-commands-ci-gates	1	1	.repo_studios/docs/standards/global/std-global-python-engineering.md	.repo_studios/docs/standards/global/std-global-python-engineering.md:216
validation-coverage	1	1	.repo_studios/docs/inventory_validation.md	.repo_studios/docs/inventory_validation.md:45
validation-hooks-pre-index	1	1	.repo_studios/docs/automation/standards-extraction-spec.md	.repo_studios/docs/automation/standards-extraction-spec.md:160
validation-practices	1	1	.repo_studios/docs/standards/global/std-global-prompt-engineering.md	.repo_studios/docs/standards/global/std-global-prompt-engineering.md:55
validation-rules	1	1	.repo_studios/docs/automation/standards-index-schema.md	.repo_studios/docs/automation/standards-index-schema.md:133
validation-signals	1	1	.repo_studios/docs/playbooks/playbook-migration.md	.repo_studios/docs/playbooks/playbook-migration.md:59
verifydocsintegrity	1	1	.repo_studios/docs/automation/verify_docs_integrity.md	.repo_studios/docs/automation/verify_docs_integrity.md:1
vi-manifesto-the-repo-studios-way	1	1	.repo_studios/docs/Repo_Studios_MOU_Strategic_Architecture.md	.repo_studios/docs/Repo_Studios_MOU_Strategic_Architecture.md:329
vii-success-criteria	1	1	.repo_studios/docs/Repo_Studios_MOU_Strategic_Architecture.md	.repo_studios/docs/Repo_Studios_MOU_Strategic_Architecture.md:398
viii-governance	1	1	.repo_studios/docs/Repo_Studios_MOU_Strategic_Architecture.md	.repo_studios/docs/Repo_Studios_MOU_Strategic_Architecture.md:452
what	1	1	.repo_studios/docs/standards/global/std-global-mission-parameters.md	.repo_studios/docs/standards/global/std-global-mission-parameters.md:30
when	1	1	.repo_studios/docs/standards/global/std-global-mission-parameters.md	.repo_studios/docs/standards/global/std-global-mission-parameters.md:40
when-necessary-use-a-specific-code-type-ignorearg-type	1	1	.repo_studios/docs/standards/project/std-project-python-instructions.md	.repo_studios/docs/standards/project/std-project-python-instructions.md:535
when-needed-in-tests-set-metricsdbpath-early-before-importing-app	1	1	.repo_studios/docs/standards/project/std-project-python-instructions.md	.repo_studios/docs/standards/project/std-project-python-instructions.md:288
where	1	1	.repo_studios/docs/standards/global/std-global-mission-parameters.md	.repo_studios/docs/standards/global/std-global-mission-parameters.md:49
who	1	1	.repo_studios/docs/standards/global/std-global-mission-parameters.md	.repo_studios/docs/standards/global/std-global-mission-parameters.md:21
why	1	1	.repo_studios/docs/standards/global/std-global-mission-parameters.md	.repo_studios/docs/standards/global/std-global-mission-parameters.md:59
workflow-checklist	1	1	.repo_studios/docs/playbooks/playbook-prompt-library.md	.repo_studios/docs/playbooks/playbook-prompt-library.md:38
x-signatures-attestation	1	1	.repo_studios/docs/Repo_Studios_MOU_Strategic_Architecture.md	.repo_studios/docs/Repo_Studios_MOU_Strategic_Architecture.md:526
yaml-conversion-example	1	1	.repo_studios/docs/templates/script_inventory_template.md	.repo_studios/docs/templates/script_inventory_template.md:39
