file_path,line_number,heading_h1,heading_h2,heading_h3,heading_h4,checkbox_text
.repo_studios/docs/pipeline/healthview_orchestration_pipeline/tier2_roster/tier2_available_scripts_roster.md,1198,Tier-2 Roster — Stage 11.1 Available Scripts (Holding Area),3. Stage Narrative — 11.1 Available Scripts,3.1 Records & Inspection (v1),Implementation Workstreams (checkbox-driven) — generate_lizard_report.py,"DONE — record outcome, close stop-gates, and update Tier-1 Available Scripts section"
.repo_studios/docs/pipeline/healthview_orchestration_pipeline/tier2_roster/tier2_available_scripts_roster.md,1268,Tier-2 Roster — Stage 11.1 Available Scripts (Holding Area),3. Stage Narrative — 11.1 Available Scripts,3.1 Records & Inspection (v1),Implementation Workstreams (checkbox-driven) — test_log_analysis.py,A. Discovery — confirm export surface and consumers
.repo_studios/docs/pipeline/healthview_orchestration_pipeline/tier2_roster/tier2_available_scripts_roster.md,1269,Tier-2 Roster — Stage 11.1 Available Scripts (Holding Area),3. Stage Narrative — 11.1 Available Scripts,3.1 Records & Inspection (v1),Implementation Workstreams (checkbox-driven) — test_log_analysis.py,B. Plan — confirm library-only vs wrapper adoption needs
.repo_studios/docs/pipeline/healthview_orchestration_pipeline/tier2_roster/tier2_available_scripts_roster.md,1270,Tier-2 Roster — Stage 11.1 Available Scripts (Holding Area),3. Stage Narrative — 11.1 Available Scripts,3.1 Records & Inspection (v1),Implementation Workstreams (checkbox-driven) — test_log_analysis.py,C. Implement — N/A (library-only)
.repo_studios/docs/pipeline/healthview_orchestration_pipeline/tier2_roster/tier2_available_scripts_roster.md,1271,Tier-2 Roster — Stage 11.1 Available Scripts (Holding Area),3. Stage Narrative — 11.1 Available Scripts,3.1 Records & Inspection (v1),Implementation Workstreams (checkbox-driven) — test_log_analysis.py,D. Evidence — capture tests and representative payload examples (or mark N/A)
.repo_studios/docs/pipeline/healthview_orchestration_pipeline/tier2_roster/tier2_available_scripts_roster.md,1272,Tier-2 Roster — Stage 11.1 Available Scripts (Holding Area),3. Stage Narrative — 11.1 Available Scripts,3.1 Records & Inspection (v1),Implementation Workstreams (checkbox-driven) — test_log_analysis.py,E. Promote — N/A (never orchestrated)
.repo_studios/docs/pipeline/healthview_orchestration_pipeline/tier2_roster/tier2_available_scripts_roster.md,1273,Tier-2 Roster — Stage 11.1 Available Scripts (Holding Area),3. Stage Narrative — 11.1 Available Scripts,3.1 Records & Inspection (v1),Implementation Workstreams (checkbox-driven) — test_log_analysis.py,"DONE — record outcome, close stop-gates, and update Tier-1 Available Scripts section"
.repo_studios/docs/pipeline/healthview_orchestration_pipeline/tier2_roster/tier2_dependency_import_hygiene_roster.md,462,Tier-2 Roster — Stage 4.1 Dependency & Import Hygiene,3. Stage Narrative — Stage 4.1 Dependency & Import Hygiene,3.1 Records & Inspection (v1),Implementation Workstreams (checkbox-driven) — generate_dependency_hygiene_report.py,Inspect outputs + pruning/retention surfaces; record findings
.repo_studios/docs/pipeline/healthview_orchestration_pipeline/tier2_roster/tier2_dependency_import_hygiene_roster.md,466,Tier-2 Roster — Stage 4.1 Dependency & Import Hygiene,3. Stage Narrative — Stage 4.1 Dependency & Import Hygiene,3.1 Records & Inspection (v1),Implementation Workstreams (checkbox-driven) — generate_dependency_hygiene_report.py,Draft plan to close output-root/base-package stop-gates
.repo_studios/docs/pipeline/healthview_orchestration_pipeline/tier2_roster/tier2_dependency_import_hygiene_roster.md,470,Tier-2 Roster — Stage 4.1 Dependency & Import Hygiene,3. Stage Narrative — Stage 4.1 Dependency & Import Hygiene,3.1 Records & Inspection (v1),Implementation Workstreams (checkbox-driven) — generate_dependency_hygiene_report.py,Implement accepted plan and update this record + stop-gate status with new evidence
.repo_studios/docs/pipeline/healthview_orchestration_pipeline/tier2_roster/tier2_dependency_import_hygiene_roster.md,474,Tier-2 Roster — Stage 4.1 Dependency & Import Hygiene,3. Stage Narrative — Stage 4.1 Dependency & Import Hygiene,3.1 Records & Inspection (v1),Implementation Workstreams (checkbox-driven) — generate_dependency_hygiene_report.py,Confirm Tier-3 is appropriate for this script; record decision (create vs defer)
.repo_studios/docs/pipeline/healthview_orchestration_pipeline/tier2_roster/tier2_dependency_import_hygiene_roster.md,475,Tier-2 Roster — Stage 4.1 Dependency & Import Hygiene,3. Stage Narrative — Stage 4.1 Dependency & Import Hygiene,3.1 Records & Inspection (v1),Implementation Workstreams (checkbox-driven) — generate_dependency_hygiene_report.py,Inspect Tier-3 template requirements
.repo_studios/docs/pipeline/healthview_orchestration_pipeline/tier2_roster/tier2_dependency_import_hygiene_roster.md,476,Tier-2 Roster — Stage 4.1 Dependency & Import Hygiene,3. Stage Narrative — Stage 4.1 Dependency & Import Hygiene,3.1 Records & Inspection (v1),Implementation Workstreams (checkbox-driven) — generate_dependency_hygiene_report.py,Draft `tier3_generate_dependency_hygiene_report.yaml`
.repo_studios/docs/pipeline/healthview_orchestration_pipeline/tier2_roster/tier2_dependency_import_hygiene_roster.md,477,Tier-2 Roster — Stage 4.1 Dependency & Import Hygiene,3. Stage Narrative — Stage 4.1 Dependency & Import Hygiene,3.1 Records & Inspection (v1),Implementation Workstreams (checkbox-driven) — generate_dependency_hygiene_report.py,Validate Tier-3 YAML
.repo_studios/docs/pipeline/healthview_orchestration_pipeline/tier2_roster/tier2_dependency_import_hygiene_roster.md,481,Tier-2 Roster — Stage 4.1 Dependency & Import Hygiene,3. Stage Narrative — Stage 4.1 Dependency & Import Hygiene,3.1 Records & Inspection (v1),Implementation Workstreams (checkbox-driven) — generate_dependency_hygiene_report.py,Pytest evidence captured
.repo_studios/docs/pipeline/healthview_orchestration_pipeline/tier2_roster/tier2_dependency_import_hygiene_roster.md,482,Tier-2 Roster — Stage 4.1 Dependency & Import Hygiene,3. Stage Narrative — Stage 4.1 Dependency & Import Hygiene,3.1 Records & Inspection (v1),Implementation Workstreams (checkbox-driven) — generate_dependency_hygiene_report.py,Mypy evidence captured (or marked N/A in record)
.repo_studios/docs/pipeline/healthview_orchestration_pipeline/tier2_roster/tier2_dependency_import_hygiene_roster.md,483,Tier-2 Roster — Stage 4.1 Dependency & Import Hygiene,3. Stage Narrative — Stage 4.1 Dependency & Import Hygiene,3.1 Records & Inspection (v1),Implementation Workstreams (checkbox-driven) — generate_dependency_hygiene_report.py,Coverage + doc-index timestamp recorded
.repo_studios/docs/pipeline/healthview_orchestration_pipeline/tier2_roster/tier2_dependency_import_hygiene_roster.md,485,Tier-2 Roster — Stage 4.1 Dependency & Import Hygiene,3. Stage Narrative — Stage 4.1 Dependency & Import Hygiene,3.1 Records & Inspection (v1),Implementation Workstreams (checkbox-driven) — generate_dependency_hygiene_report.py,DONE — generate_dependency_hygiene_report.py complete; update Tier-1 Stage 4.1 script gate
.repo_studios/docs/pipeline/healthview_orchestration_pipeline/tier2_roster/tier2_dependency_import_hygiene_roster.md,563,Tier-2 Roster — Stage 4.1 Dependency & Import Hygiene,3. Stage Narrative — Stage 4.1 Dependency & Import Hygiene,3.1 Records & Inspection (v1),Implementation Workstreams (checkbox-driven) — generate_import_graph_report.py,Inspect outputs + pruning/retention surfaces; record findings
.repo_studios/docs/pipeline/healthview_orchestration_pipeline/tier2_roster/tier2_dependency_import_hygiene_roster.md,567,Tier-2 Roster — Stage 4.1 Dependency & Import Hygiene,3. Stage Narrative — Stage 4.1 Dependency & Import Hygiene,3.1 Records & Inspection (v1),Implementation Workstreams (checkbox-driven) — generate_import_graph_report.py,Draft plan to close output-root/base-package stop-gates
.repo_studios/docs/pipeline/healthview_orchestration_pipeline/tier2_roster/tier2_dependency_import_hygiene_roster.md,571,Tier-2 Roster — Stage 4.1 Dependency & Import Hygiene,3. Stage Narrative — Stage 4.1 Dependency & Import Hygiene,3.1 Records & Inspection (v1),Implementation Workstreams (checkbox-driven) — generate_import_graph_report.py,Implement accepted plan and update this record + stop-gate status with new evidence
.repo_studios/docs/pipeline/healthview_orchestration_pipeline/tier2_roster/tier2_dependency_import_hygiene_roster.md,575,Tier-2 Roster — Stage 4.1 Dependency & Import Hygiene,3. Stage Narrative — Stage 4.1 Dependency & Import Hygiene,3.1 Records & Inspection (v1),Implementation Workstreams (checkbox-driven) — generate_import_graph_report.py,Confirm Tier-3 is appropriate for this script; record decision (create vs defer)
.repo_studios/docs/pipeline/healthview_orchestration_pipeline/tier2_roster/tier2_dependency_import_hygiene_roster.md,576,Tier-2 Roster — Stage 4.1 Dependency & Import Hygiene,3. Stage Narrative — Stage 4.1 Dependency & Import Hygiene,3.1 Records & Inspection (v1),Implementation Workstreams (checkbox-driven) — generate_import_graph_report.py,Inspect Tier-3 template requirements
.repo_studios/docs/pipeline/healthview_orchestration_pipeline/tier2_roster/tier2_dependency_import_hygiene_roster.md,577,Tier-2 Roster — Stage 4.1 Dependency & Import Hygiene,3. Stage Narrative — Stage 4.1 Dependency & Import Hygiene,3.1 Records & Inspection (v1),Implementation Workstreams (checkbox-driven) — generate_import_graph_report.py,Draft `tier3_generate_import_graph_report.yaml`
.repo_studios/docs/pipeline/healthview_orchestration_pipeline/tier2_roster/tier2_dependency_import_hygiene_roster.md,578,Tier-2 Roster — Stage 4.1 Dependency & Import Hygiene,3. Stage Narrative — Stage 4.1 Dependency & Import Hygiene,3.1 Records & Inspection (v1),Implementation Workstreams (checkbox-driven) — generate_import_graph_report.py,Validate Tier-3 YAML
.repo_studios/docs/pipeline/healthview_orchestration_pipeline/tier2_roster/tier2_dependency_import_hygiene_roster.md,582,Tier-2 Roster — Stage 4.1 Dependency & Import Hygiene,3. Stage Narrative — Stage 4.1 Dependency & Import Hygiene,3.1 Records & Inspection (v1),Implementation Workstreams (checkbox-driven) — generate_import_graph_report.py,Pytest evidence captured
.repo_studios/docs/pipeline/healthview_orchestration_pipeline/tier2_roster/tier2_dependency_import_hygiene_roster.md,583,Tier-2 Roster — Stage 4.1 Dependency & Import Hygiene,3. Stage Narrative — Stage 4.1 Dependency & Import Hygiene,3.1 Records & Inspection (v1),Implementation Workstreams (checkbox-driven) — generate_import_graph_report.py,Mypy evidence captured (or marked N/A in record)
.repo_studios/docs/pipeline/healthview_orchestration_pipeline/tier2_roster/tier2_dependency_import_hygiene_roster.md,584,Tier-2 Roster — Stage 4.1 Dependency & Import Hygiene,3. Stage Narrative — Stage 4.1 Dependency & Import Hygiene,3.1 Records & Inspection (v1),Implementation Workstreams (checkbox-driven) — generate_import_graph_report.py,Coverage + doc-index timestamp recorded
.repo_studios/docs/pipeline/healthview_orchestration_pipeline/tier2_roster/tier2_dependency_import_hygiene_roster.md,586,Tier-2 Roster — Stage 4.1 Dependency & Import Hygiene,3. Stage Narrative — Stage 4.1 Dependency & Import Hygiene,3.1 Records & Inspection (v1),Implementation Workstreams (checkbox-driven) — generate_import_graph_report.py,DONE — generate_import_graph_report.py complete; update Tier-1 Stage 4.1 script gate
.repo_studios/docs/pipeline/healthview_orchestration_pipeline/tier2_roster/tier2_dependency_import_hygiene_roster.md,669,Tier-2 Roster — Stage 4.1 Dependency & Import Hygiene,3. Stage Narrative — Stage 4.1 Dependency & Import Hygiene,3.1 Records & Inspection (v1),Implementation Workstreams (checkbox-driven) — scan_code_placeholders.py,Inspect outputs + pruning/retention surfaces; record findings
.repo_studios/docs/pipeline/healthview_orchestration_pipeline/tier2_roster/tier2_dependency_import_hygiene_roster.md,673,Tier-2 Roster — Stage 4.1 Dependency & Import Hygiene,3. Stage Narrative — Stage 4.1 Dependency & Import Hygiene,3.1 Records & Inspection (v1),Implementation Workstreams (checkbox-driven) — scan_code_placeholders.py,Draft plan to close output-root/base-package stop-gates
.repo_studios/docs/pipeline/healthview_orchestration_pipeline/tier2_roster/tier2_dependency_import_hygiene_roster.md,677,Tier-2 Roster — Stage 4.1 Dependency & Import Hygiene,3. Stage Narrative — Stage 4.1 Dependency & Import Hygiene,3.1 Records & Inspection (v1),Implementation Workstreams (checkbox-driven) — scan_code_placeholders.py,Implement accepted plan and update this record + stop-gate status with new evidence
.repo_studios/docs/pipeline/healthview_orchestration_pipeline/tier2_roster/tier2_dependency_import_hygiene_roster.md,681,Tier-2 Roster — Stage 4.1 Dependency & Import Hygiene,3. Stage Narrative — Stage 4.1 Dependency & Import Hygiene,3.1 Records & Inspection (v1),Implementation Workstreams (checkbox-driven) — scan_code_placeholders.py,Confirm Tier-3 is appropriate for this script; record decision (create vs defer)
.repo_studios/docs/pipeline/healthview_orchestration_pipeline/tier2_roster/tier2_dependency_import_hygiene_roster.md,682,Tier-2 Roster — Stage 4.1 Dependency & Import Hygiene,3. Stage Narrative — Stage 4.1 Dependency & Import Hygiene,3.1 Records & Inspection (v1),Implementation Workstreams (checkbox-driven) — scan_code_placeholders.py,Inspect Tier-3 template requirements
.repo_studios/docs/pipeline/healthview_orchestration_pipeline/tier2_roster/tier2_dependency_import_hygiene_roster.md,683,Tier-2 Roster — Stage 4.1 Dependency & Import Hygiene,3. Stage Narrative — Stage 4.1 Dependency & Import Hygiene,3.1 Records & Inspection (v1),Implementation Workstreams (checkbox-driven) — scan_code_placeholders.py,Draft `tier3_scan_code_placeholders.yaml`
.repo_studios/docs/pipeline/healthview_orchestration_pipeline/tier2_roster/tier2_dependency_import_hygiene_roster.md,684,Tier-2 Roster — Stage 4.1 Dependency & Import Hygiene,3. Stage Narrative — Stage 4.1 Dependency & Import Hygiene,3.1 Records & Inspection (v1),Implementation Workstreams (checkbox-driven) — scan_code_placeholders.py,Validate Tier-3 YAML
.repo_studios/docs/pipeline/healthview_orchestration_pipeline/tier2_roster/tier2_dependency_import_hygiene_roster.md,688,Tier-2 Roster — Stage 4.1 Dependency & Import Hygiene,3. Stage Narrative — Stage 4.1 Dependency & Import Hygiene,3.1 Records & Inspection (v1),Implementation Workstreams (checkbox-driven) — scan_code_placeholders.py,Pytest evidence captured
.repo_studios/docs/pipeline/healthview_orchestration_pipeline/tier2_roster/tier2_dependency_import_hygiene_roster.md,689,Tier-2 Roster — Stage 4.1 Dependency & Import Hygiene,3. Stage Narrative — Stage 4.1 Dependency & Import Hygiene,3.1 Records & Inspection (v1),Implementation Workstreams (checkbox-driven) — scan_code_placeholders.py,Mypy evidence captured (or marked N/A in record)
.repo_studios/docs/pipeline/healthview_orchestration_pipeline/tier2_roster/tier2_dependency_import_hygiene_roster.md,690,Tier-2 Roster — Stage 4.1 Dependency & Import Hygiene,3. Stage Narrative — Stage 4.1 Dependency & Import Hygiene,3.1 Records & Inspection (v1),Implementation Workstreams (checkbox-driven) — scan_code_placeholders.py,Coverage + doc-index timestamp recorded
.repo_studios/docs/pipeline/healthview_orchestration_pipeline/tier2_roster/tier2_dependency_import_hygiene_roster.md,692,Tier-2 Roster — Stage 4.1 Dependency & Import Hygiene,3. Stage Narrative — Stage 4.1 Dependency & Import Hygiene,3.1 Records & Inspection (v1),Implementation Workstreams (checkbox-driven) — scan_code_placeholders.py,DONE — scan_code_placeholders.py complete; update Tier-1 Stage 4.1 script gate
.repo_studios/docs/pipeline/healthview_orchestration_pipeline/tier2_roster/tier2_dependency_import_hygiene_roster.md,773,Tier-2 Roster — Stage 4.1 Dependency & Import Hygiene,3. Stage Narrative — Stage 4.1 Dependency & Import Hygiene,3.1 Records & Inspection (v1),Implementation Workstreams (checkbox-driven) — generate_typecheck_report.py,Inspect outputs + pruning/retention surfaces; record findings
.repo_studios/docs/pipeline/healthview_orchestration_pipeline/tier2_roster/tier2_dependency_import_hygiene_roster.md,777,Tier-2 Roster — Stage 4.1 Dependency & Import Hygiene,3. Stage Narrative — Stage 4.1 Dependency & Import Hygiene,3.1 Records & Inspection (v1),Implementation Workstreams (checkbox-driven) — generate_typecheck_report.py,Draft plan to close output-root/base-package stop-gates
.repo_studios/docs/pipeline/healthview_orchestration_pipeline/tier2_roster/tier2_dependency_import_hygiene_roster.md,781,Tier-2 Roster — Stage 4.1 Dependency & Import Hygiene,3. Stage Narrative — Stage 4.1 Dependency & Import Hygiene,3.1 Records & Inspection (v1),Implementation Workstreams (checkbox-driven) — generate_typecheck_report.py,Implement accepted plan and update this record + stop-gate status with new evidence
.repo_studios/docs/pipeline/healthview_orchestration_pipeline/tier2_roster/tier2_dependency_import_hygiene_roster.md,785,Tier-2 Roster — Stage 4.1 Dependency & Import Hygiene,3. Stage Narrative — Stage 4.1 Dependency & Import Hygiene,3.1 Records & Inspection (v1),Implementation Workstreams (checkbox-driven) — generate_typecheck_report.py,Confirm Tier-3 is appropriate for this script; record decision (create vs defer)
.repo_studios/docs/pipeline/healthview_orchestration_pipeline/tier2_roster/tier2_dependency_import_hygiene_roster.md,786,Tier-2 Roster — Stage 4.1 Dependency & Import Hygiene,3. Stage Narrative — Stage 4.1 Dependency & Import Hygiene,3.1 Records & Inspection (v1),Implementation Workstreams (checkbox-driven) — generate_typecheck_report.py,Inspect Tier-3 template requirements
.repo_studios/docs/pipeline/healthview_orchestration_pipeline/tier2_roster/tier2_dependency_import_hygiene_roster.md,787,Tier-2 Roster — Stage 4.1 Dependency & Import Hygiene,3. Stage Narrative — Stage 4.1 Dependency & Import Hygiene,3.1 Records & Inspection (v1),Implementation Workstreams (checkbox-driven) — generate_typecheck_report.py,Draft `tier3_generate_typecheck_report.yaml`
.repo_studios/docs/pipeline/healthview_orchestration_pipeline/tier2_roster/tier2_dependency_import_hygiene_roster.md,788,Tier-2 Roster — Stage 4.1 Dependency & Import Hygiene,3. Stage Narrative — Stage 4.1 Dependency & Import Hygiene,3.1 Records & Inspection (v1),Implementation Workstreams (checkbox-driven) — generate_typecheck_report.py,Validate Tier-3 YAML
.repo_studios/docs/pipeline/healthview_orchestration_pipeline/tier2_roster/tier2_dependency_import_hygiene_roster.md,792,Tier-2 Roster — Stage 4.1 Dependency & Import Hygiene,3. Stage Narrative — Stage 4.1 Dependency & Import Hygiene,3.1 Records & Inspection (v1),Implementation Workstreams (checkbox-driven) — generate_typecheck_report.py,Pytest evidence captured
.repo_studios/docs/pipeline/healthview_orchestration_pipeline/tier2_roster/tier2_dependency_import_hygiene_roster.md,793,Tier-2 Roster — Stage 4.1 Dependency & Import Hygiene,3. Stage Narrative — Stage 4.1 Dependency & Import Hygiene,3.1 Records & Inspection (v1),Implementation Workstreams (checkbox-driven) — generate_typecheck_report.py,Mypy evidence captured (or marked N/A in record)
.repo_studios/docs/pipeline/healthview_orchestration_pipeline/tier2_roster/tier2_dependency_import_hygiene_roster.md,794,Tier-2 Roster — Stage 4.1 Dependency & Import Hygiene,3. Stage Narrative — Stage 4.1 Dependency & Import Hygiene,3.1 Records & Inspection (v1),Implementation Workstreams (checkbox-driven) — generate_typecheck_report.py,Coverage + doc-index timestamp recorded
.repo_studios/docs/pipeline/healthview_orchestration_pipeline/tier2_roster/tier2_dependency_import_hygiene_roster.md,796,Tier-2 Roster — Stage 4.1 Dependency & Import Hygiene,3. Stage Narrative — Stage 4.1 Dependency & Import Hygiene,3.1 Records & Inspection (v1),Implementation Workstreams (checkbox-driven) — generate_typecheck_report.py,DONE — generate_typecheck_report.py complete; update Tier-1 Stage 4.1 script gate
.repo_studios/docs/pipeline/healthview_orchestration_pipeline/tier2_roster/tier2_dependency_import_hygiene_roster.md,875,Tier-2 Roster — Stage 4.1 Dependency & Import Hygiene,3. Stage Narrative — Stage 4.1 Dependency & Import Hygiene,3.1 Records & Inspection (v1),Implementation Workstreams (checkbox-driven) — refresh_mypy_baselines.py,Inspect outputs + pruning/retention surfaces; record findings
.repo_studios/docs/pipeline/healthview_orchestration_pipeline/tier2_roster/tier2_dependency_import_hygiene_roster.md,879,Tier-2 Roster — Stage 4.1 Dependency & Import Hygiene,3. Stage Narrative — Stage 4.1 Dependency & Import Hygiene,3.1 Records & Inspection (v1),Implementation Workstreams (checkbox-driven) — refresh_mypy_baselines.py,Draft plan to close output-root/base-package stop-gates
.repo_studios/docs/pipeline/healthview_orchestration_pipeline/tier2_roster/tier2_dependency_import_hygiene_roster.md,883,Tier-2 Roster — Stage 4.1 Dependency & Import Hygiene,3. Stage Narrative — Stage 4.1 Dependency & Import Hygiene,3.1 Records & Inspection (v1),Implementation Workstreams (checkbox-driven) — refresh_mypy_baselines.py,Implement accepted plan and update this record + stop-gate status with new evidence
.repo_studios/docs/pipeline/healthview_orchestration_pipeline/tier2_roster/tier2_dependency_import_hygiene_roster.md,887,Tier-2 Roster — Stage 4.1 Dependency & Import Hygiene,3. Stage Narrative — Stage 4.1 Dependency & Import Hygiene,3.1 Records & Inspection (v1),Implementation Workstreams (checkbox-driven) — refresh_mypy_baselines.py,Confirm Tier-3 is appropriate for this script; record decision (create vs defer)
.repo_studios/docs/pipeline/healthview_orchestration_pipeline/tier2_roster/tier2_dependency_import_hygiene_roster.md,888,Tier-2 Roster — Stage 4.1 Dependency & Import Hygiene,3. Stage Narrative — Stage 4.1 Dependency & Import Hygiene,3.1 Records & Inspection (v1),Implementation Workstreams (checkbox-driven) — refresh_mypy_baselines.py,Inspect Tier-3 template requirements
.repo_studios/docs/pipeline/healthview_orchestration_pipeline/tier2_roster/tier2_dependency_import_hygiene_roster.md,889,Tier-2 Roster — Stage 4.1 Dependency & Import Hygiene,3. Stage Narrative — Stage 4.1 Dependency & Import Hygiene,3.1 Records & Inspection (v1),Implementation Workstreams (checkbox-driven) — refresh_mypy_baselines.py,Draft `tier3_refresh_mypy_baselines.yaml`
.repo_studios/docs/pipeline/healthview_orchestration_pipeline/tier2_roster/tier2_dependency_import_hygiene_roster.md,890,Tier-2 Roster — Stage 4.1 Dependency & Import Hygiene,3. Stage Narrative — Stage 4.1 Dependency & Import Hygiene,3.1 Records & Inspection (v1),Implementation Workstreams (checkbox-driven) — refresh_mypy_baselines.py,Validate Tier-3 YAML
.repo_studios/docs/pipeline/healthview_orchestration_pipeline/tier2_roster/tier2_dependency_import_hygiene_roster.md,894,Tier-2 Roster — Stage 4.1 Dependency & Import Hygiene,3. Stage Narrative — Stage 4.1 Dependency & Import Hygiene,3.1 Records & Inspection (v1),Implementation Workstreams (checkbox-driven) — refresh_mypy_baselines.py,Pytest evidence captured
.repo_studios/docs/pipeline/healthview_orchestration_pipeline/tier2_roster/tier2_dependency_import_hygiene_roster.md,895,Tier-2 Roster — Stage 4.1 Dependency & Import Hygiene,3. Stage Narrative — Stage 4.1 Dependency & Import Hygiene,3.1 Records & Inspection (v1),Implementation Workstreams (checkbox-driven) — refresh_mypy_baselines.py,Mypy evidence captured (or marked N/A in record)
.repo_studios/docs/pipeline/healthview_orchestration_pipeline/tier2_roster/tier2_dependency_import_hygiene_roster.md,896,Tier-2 Roster — Stage 4.1 Dependency & Import Hygiene,3. Stage Narrative — Stage 4.1 Dependency & Import Hygiene,3.1 Records & Inspection (v1),Implementation Workstreams (checkbox-driven) — refresh_mypy_baselines.py,Coverage + doc-index timestamp recorded
.repo_studios/docs/pipeline/healthview_orchestration_pipeline/tier2_roster/tier2_dependency_import_hygiene_roster.md,898,Tier-2 Roster — Stage 4.1 Dependency & Import Hygiene,3. Stage Narrative — Stage 4.1 Dependency & Import Hygiene,3.1 Records & Inspection (v1),Implementation Workstreams (checkbox-driven) — refresh_mypy_baselines.py,DONE — refresh_mypy_baselines.py complete; update Tier-1 Stage 4.1 script gate
.repo_studios/docs/pipeline/healthview_orchestration_pipeline/tier2_roster/tier2_docs_health_overview_roster.md,353,Tier-2 Roster — Stage 2.1 Docs Health Overview,3. Stage Narrative — Stage 2.1 Docs Health Overview,3.1 Records & Inspection (v1),Implementation Workstreams (checkbox-driven) — run_docs_health_overview.py,Inspect outputs + pruning/retention surfaces; record findings
.repo_studios/docs/pipeline/healthview_orchestration_pipeline/tier2_roster/tier2_docs_health_overview_roster.md,357,Tier-2 Roster — Stage 2.1 Docs Health Overview,3. Stage Narrative — Stage 2.1 Docs Health Overview,3.1 Records & Inspection (v1),Implementation Workstreams (checkbox-driven) — run_docs_health_overview.py,Draft plan to close output-root/base-package stop-gates
.repo_studios/docs/pipeline/healthview_orchestration_pipeline/tier2_roster/tier2_docs_health_overview_roster.md,361,Tier-2 Roster — Stage 2.1 Docs Health Overview,3. Stage Narrative — Stage 2.1 Docs Health Overview,3.1 Records & Inspection (v1),Implementation Workstreams (checkbox-driven) — run_docs_health_overview.py,Implement accepted plan; update record and stop-gate status with evidence.
.repo_studios/docs/pipeline/healthview_orchestration_pipeline/tier2_roster/tier2_docs_health_overview_roster.md,365,Tier-2 Roster — Stage 2.1 Docs Health Overview,3. Stage Narrative — Stage 2.1 Docs Health Overview,3.1 Records & Inspection (v1),Implementation Workstreams (checkbox-driven) — run_docs_health_overview.py,Confirm Tier-3 is appropriate for this script; record decision (create vs defer)
.repo_studios/docs/pipeline/healthview_orchestration_pipeline/tier2_roster/tier2_docs_health_overview_roster.md,366,Tier-2 Roster — Stage 2.1 Docs Health Overview,3. Stage Narrative — Stage 2.1 Docs Health Overview,3.1 Records & Inspection (v1),Implementation Workstreams (checkbox-driven) — run_docs_health_overview.py,Inspect Tier-3 template requirements
.repo_studios/docs/pipeline/healthview_orchestration_pipeline/tier2_roster/tier2_docs_health_overview_roster.md,367,Tier-2 Roster — Stage 2.1 Docs Health Overview,3. Stage Narrative — Stage 2.1 Docs Health Overview,3.1 Records & Inspection (v1),Implementation Workstreams (checkbox-driven) — run_docs_health_overview.py,Draft `tier3_run_docs_health_overview.yaml`
.repo_studios/docs/pipeline/healthview_orchestration_pipeline/tier2_roster/tier2_docs_health_overview_roster.md,368,Tier-2 Roster — Stage 2.1 Docs Health Overview,3. Stage Narrative — Stage 2.1 Docs Health Overview,3.1 Records & Inspection (v1),Implementation Workstreams (checkbox-driven) — run_docs_health_overview.py,Validate Tier-3 YAML
.repo_studios/docs/pipeline/healthview_orchestration_pipeline/tier2_roster/tier2_docs_health_overview_roster.md,372,Tier-2 Roster — Stage 2.1 Docs Health Overview,3. Stage Narrative — Stage 2.1 Docs Health Overview,3.1 Records & Inspection (v1),Implementation Workstreams (checkbox-driven) — run_docs_health_overview.py,Pytest evidence captured
.repo_studios/docs/pipeline/healthview_orchestration_pipeline/tier2_roster/tier2_docs_health_overview_roster.md,373,Tier-2 Roster — Stage 2.1 Docs Health Overview,3. Stage Narrative — Stage 2.1 Docs Health Overview,3.1 Records & Inspection (v1),Implementation Workstreams (checkbox-driven) — run_docs_health_overview.py,Mypy evidence captured or marked N/A (in record)
.repo_studios/docs/pipeline/healthview_orchestration_pipeline/tier2_roster/tier2_docs_health_overview_roster.md,374,Tier-2 Roster — Stage 2.1 Docs Health Overview,3. Stage Narrative — Stage 2.1 Docs Health Overview,3.1 Records & Inspection (v1),Implementation Workstreams (checkbox-driven) — run_docs_health_overview.py,Coverage ≥80% (or exception recorded) + doc-index timestamp recorded
.repo_studios/docs/pipeline/healthview_orchestration_pipeline/tier2_roster/tier2_docs_health_overview_roster.md,376,Tier-2 Roster — Stage 2.1 Docs Health Overview,3. Stage Narrative — Stage 2.1 Docs Health Overview,3.1 Records & Inspection (v1),Implementation Workstreams (checkbox-driven) — run_docs_health_overview.py,DONE — run_docs_health_overview.py complete; update Tier-1 Stage 2.1 script gate
.repo_studios/docs/pipeline/healthview_orchestration_pipeline/tier2_roster/tier2_docs_health_overview_roster.md,454,Tier-2 Roster — Stage 2.1 Docs Health Overview,3. Stage Narrative — Stage 2.1 Docs Health Overview,3.1 Records & Inspection (v1),Implementation Workstreams (checkbox-driven) — generate_doc_index.py,Inspect outputs + pruning/retention surfaces; record findings
.repo_studios/docs/pipeline/healthview_orchestration_pipeline/tier2_roster/tier2_docs_health_overview_roster.md,458,Tier-2 Roster — Stage 2.1 Docs Health Overview,3. Stage Narrative — Stage 2.1 Docs Health Overview,3.1 Records & Inspection (v1),Implementation Workstreams (checkbox-driven) — generate_doc_index.py,Draft plan to close output-root/base-package stop-gates
