slug	file_count	files	locations
template-variables	5	docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_aggregator_template.md,docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_consumer_template.md,docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_orchestrator_template.md,docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_producer_template.md,docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_summarizer_template.md	docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_aggregator_template.md:241;docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_consumer_template.md:239;docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_orchestrator_template.md:173;docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_producer_template.md:237;docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_summarizer_template.md:238
anchor-health-reminder	4	docs/standards\global\std-global-monkey-patching.md,docs/standards\global\std-global-prompt-engineering.md,docs/standards\global\std-global-python-engineering.md,docs/standards\project\std-project-operating-standard.md	docs/standards\global\std-global-monkey-patching.md:172;docs/standards\global\std-global-prompt-engineering.md:137;docs/standards\global\std-global-python-engineering.md:274;docs/standards\project\std-project-operating-standard.md:126
current-state	4	docs/automation\traceability\analyze_monkey_patch_trends_modernization_plan.md,docs/automation\traceability\generate_churn_complexity_heatmap_modernization_plan.md,docs/automation\traceability\run_batch_cleanup_modernization_plan.md,docs/automation\traceability\run_standards_index_cli_modernization_plan.md	docs/automation\traceability\analyze_monkey_patch_trends_modernization_plan.md:9;docs/automation\traceability\generate_churn_complexity_heatmap_modernization_plan.md:7;docs/automation\traceability\run_batch_cleanup_modernization_plan.md:14;docs/automation\traceability\run_standards_index_cli_modernization_plan.md:16
evidence-links	4	docs/pipeline\healthview_orchestration_pipeline\implementation_plans\stage_4_1_implementation_plan.md,docs/pipeline\healthview_orchestration_pipeline\implementation_plans\stage_5_1_implementation_plan.md,docs/pipeline\healthview_orchestration_pipeline\implementation_plans\stage_6_1_implementation_plan.md,docs/pipeline\healthview_orchestration_pipeline\implementation_plans\stage_7_1_implementation_plan.md	docs/pipeline\healthview_orchestration_pipeline\implementation_plans\stage_4_1_implementation_plan.md:142;docs/pipeline\healthview_orchestration_pipeline\implementation_plans\stage_5_1_implementation_plan.md:149;docs/pipeline\healthview_orchestration_pipeline\implementation_plans\stage_6_1_implementation_plan.md:139;docs/pipeline\healthview_orchestration_pipeline\implementation_plans\stage_7_1_implementation_plan.md:126
executive-summary	4	docs/Repo_Studios_MOU_Strategic_Architecture.md,docs/pipeline\healthview_orchestration_pipeline\implementation_plans\stage_3_1_implementation_plan.md,docs/pipeline\healthview_orchestration_pipeline\implementation_plans\stage_5_hop_refactor_plan.md,docs/pipeline\healthview_orchestration_pipeline\implementation_plans\stage_6_1_hop_refactor_plan.md	docs/Repo_Studios_MOU_Strategic_Architecture.md:13;docs/pipeline\healthview_orchestration_pipeline\implementation_plans\stage_3_1_implementation_plan.md:27;docs/pipeline\healthview_orchestration_pipeline\implementation_plans\stage_5_hop_refactor_plan.md:34;docs/pipeline\healthview_orchestration_pipeline\implementation_plans\stage_6_1_hop_refactor_plan.md:31
implementation-phases	4	docs/pipeline\healthview_orchestration_pipeline\implementation_plans\stage_4_1_implementation_plan.md,docs/pipeline\healthview_orchestration_pipeline\implementation_plans\stage_5_1_implementation_plan.md,docs/pipeline\healthview_orchestration_pipeline\implementation_plans\stage_6_1_implementation_plan.md,docs/pipeline\healthview_orchestration_pipeline\implementation_plans\stage_7_1_implementation_plan.md	docs/pipeline\healthview_orchestration_pipeline\implementation_plans\stage_4_1_implementation_plan.md:35;docs/pipeline\healthview_orchestration_pipeline\implementation_plans\stage_5_1_implementation_plan.md:35;docs/pipeline\healthview_orchestration_pipeline\implementation_plans\stage_6_1_implementation_plan.md:43;docs/pipeline\healthview_orchestration_pipeline\implementation_plans\stage_7_1_implementation_plan.md:82
implementation-steps	4	docs/automation\traceability\analyze_monkey_patch_trends_modernization_plan.md,docs/automation\traceability\generate_churn_complexity_heatmap_modernization_plan.md,docs/automation\traceability\run_batch_cleanup_modernization_plan.md,docs/automation\traceability\run_standards_index_cli_modernization_plan.md	docs/automation\traceability\analyze_monkey_patch_trends_modernization_plan.md:27;docs/automation\traceability\generate_churn_complexity_heatmap_modernization_plan.md:26;docs/automation\traceability\run_batch_cleanup_modernization_plan.md:40;docs/automation\traceability\run_standards_index_cli_modernization_plan.md:42
status	4	docs/automation\run_standards_index_cli.md,docs/automation\traceability\fault_pipeline_aggregator_plan.md,docs/automation\traceability\run_batch_cleanup_modernization_plan.md,docs/automation\traceability\run_standards_index_cli_modernization_plan.md	docs/automation\run_standards_index_cli.md:5;docs/automation\traceability\fault_pipeline_aggregator_plan.md:3;docs/automation\traceability\run_batch_cleanup_modernization_plan.md:3;docs/automation\traceability\run_standards_index_cli_modernization_plan.md:3
status-semantics	4	docs/automation\generate_dependency_hygiene_report.md,docs/automation\generate_standards_index.md,docs/automation\generate_test_coverage_inventory.md,docs/automation\validate_markdown_anchors.md	docs/automation\generate_dependency_hygiene_report.md:68;docs/automation\generate_standards_index.md:62;docs/automation\generate_test_coverage_inventory.md:101;docs/automation\validate_markdown_anchors.md:60
target-architecture	4	docs/automation\traceability\analyze_monkey_patch_trends_modernization_plan.md,docs/automation\traceability\generate_churn_complexity_heatmap_modernization_plan.md,docs/automation\traceability\run_batch_cleanup_modernization_plan.md,docs/automation\traceability\run_standards_index_cli_modernization_plan.md	docs/automation\traceability\analyze_monkey_patch_trends_modernization_plan.md:16;docs/automation\traceability\generate_churn_complexity_heatmap_modernization_plan.md:15;docs/automation\traceability\run_batch_cleanup_modernization_plan.md:27;docs/automation\traceability\run_standards_index_cli_modernization_plan.md:29
usage	4	docs/automation\dump_faulthandler_snapshot.md,docs/automation\generate_code_doc_churn_report.md,docs/pipeline\tier3_index\IMPLEMENTATION_SUMMARY.md,docs/pipeline\tier3_index\README (1).md	docs/automation\dump_faulthandler_snapshot.md:34;docs/automation\generate_code_doc_churn_report.md:60;docs/pipeline\tier3_index\IMPLEMENTATION_SUMMARY.md:114;docs/pipeline\tier3_index\README (1).md:16
acceptance-criteria	3	docs/automation\traceability\analyze_monkey_patch_trends_modernization_plan.md,docs/automation\traceability\run_batch_cleanup_modernization_plan.md,docs/automation\traceability\run_standards_index_cli_modernization_plan.md	docs/automation\traceability\analyze_monkey_patch_trends_modernization_plan.md:68;docs/automation\traceability\run_batch_cleanup_modernization_plan.md:68;docs/automation\traceability\run_standards_index_cli_modernization_plan.md:64
anchor-health-cross-link	3	docs/standards\global\std-global-chainlit-ui.md,docs/standards\global\std-global-code-cleanup.md,docs/standards\global\std-global-html-coding.md	docs/standards\global\std-global-chainlit-ui.md:197;docs/standards\global\std-global-code-cleanup.md:133;docs/standards\global\std-global-html-coding.md:156
anti-patterns-to-avoid	3	docs/standards\global\std-global-html-coding.md,docs/standards\global\std-global-markdown-authoring.md,docs/standards\global\std-global-python-engineering.md	docs/standards\global\std-global-html-coding.md:88;docs/standards\global\std-global-markdown-authoring.md:89;docs/standards\global\std-global-python-engineering.md:256
context	3	docs/automation\orchestrator_implementation.md,docs/automation\traceability\fault_pipeline_aggregator_plan.md,docs/templates\agent_note_template.md	docs/automation\orchestrator_implementation.md:19;docs/automation\traceability\fault_pipeline_aggregator_plan.md:14;docs/templates\agent_note_template.md:14
dependencies-coordination	3	docs/automation\traceability\analyze_monkey_patch_trends_modernization_plan.md,docs/automation\traceability\run_batch_cleanup_modernization_plan.md,docs/automation\traceability\run_standards_index_cli_modernization_plan.md	docs/automation\traceability\analyze_monkey_patch_trends_modernization_plan.md:62;docs/automation\traceability\run_batch_cleanup_modernization_plan.md:62;docs/automation\traceability\run_standards_index_cli_modernization_plan.md:57
inputs	3	docs/automation\generate_anchor_health_report.md,docs/automation\generate_code_doc_churn_report.md,docs/automation\generate_test_log_health_report.md	docs/automation\generate_anchor_health_report.md:9;docs/automation\generate_code_doc_churn_report.md:31;docs/automation\generate_test_log_health_report.md:35
next-steps	3	docs/automation\traceability\generate_code_doc_churn_report_plan.md,docs/inventory\inventory-notes.md,docs/pipeline\tier3_index\IMPLEMENTATION_SUMMARY.md	docs/automation\traceability\generate_code_doc_churn_report_plan.md:119;docs/inventory\inventory-notes.md:120;docs/pipeline\tier3_index\IMPLEMENTATION_SUMMARY.md:228
quick-checklists	3	docs/standards\global\std-global-html-coding.md,docs/standards\global\std-global-monkey-patching.md,docs/standards\global\std-global-prompt-engineering.md	docs/standards\global\std-global-html-coding.md:104;docs/standards\global\std-global-monkey-patching.md:146;docs/standards\global\std-global-prompt-engineering.md:101
validation-rules	3	docs/automation\standards-index-schema.md,docs/pipeline\tier3_index\IMPLEMENTATION_SUMMARY.md,docs/pipeline\tier3_index\README (1).md	docs/automation\standards-index-schema.md:133;docs/pipeline\tier3_index\IMPLEMENTATION_SUMMARY.md:103;docs/pipeline\tier3_index\README (1).md:69
1-5w1h-purpose-context	2	docs/pipeline\healthview_orchestration_pipeline\tier1_healthview_orchestration_pipeline.md,docs/pipeline\pipeline_templates\tier1_pipeline_template.md	docs/pipeline\healthview_orchestration_pipeline\tier1_healthview_orchestration_pipeline.md:113;docs/pipeline\pipeline_templates\tier1_pipeline_template.md:33
1-gap-analysis	2	docs/pipeline\healthview_orchestration_pipeline\implementation_plans\stage_5_hop_refactor_plan.md,docs/pipeline\healthview_orchestration_pipeline\implementation_plans\stage_6_1_hop_refactor_plan.md	docs/pipeline\healthview_orchestration_pipeline\implementation_plans\stage_5_hop_refactor_plan.md:80;docs/pipeline\healthview_orchestration_pipeline\implementation_plans\stage_6_1_hop_refactor_plan.md:67
2-document-metadata	2	docs/pipeline\healthview_orchestration_pipeline\tier1_healthview_orchestration_pipeline.md,docs/pipeline\pipeline_templates\tier1_pipeline_template.md	docs/pipeline\healthview_orchestration_pipeline\tier1_healthview_orchestration_pipeline.md:231;docs/pipeline\pipeline_templates\tier1_pipeline_template.md:67
3-build-plan	2	docs/archives\temp_check_inventory_health_build.md,docs/archives\temp_validate_import_boundaries_build.md	docs/archives\temp_check_inventory_health_build.md:118;docs/archives\temp_validate_import_boundaries_build.md:142
3-global-pipeline-overview	2	docs/pipeline\healthview_orchestration_pipeline\tier1_healthview_orchestration_pipeline.md,docs/pipeline\pipeline_templates\tier1_pipeline_template.md	docs/pipeline\healthview_orchestration_pipeline\tier1_healthview_orchestration_pipeline.md:255;docs/pipeline\pipeline_templates\tier1_pipeline_template.md:78
4-alteration-locations	2	docs/archives\temp_check_inventory_health_build.md,docs/archives\temp_validate_import_boundaries_build.md	docs/archives\temp_check_inventory_health_build.md:140;docs/archives\temp_validate_import_boundaries_build.md:176
5-modifications-log	2	docs/archives\temp_check_inventory_health_build.md,docs/archives\temp_validate_import_boundaries_build.md	docs/archives\temp_check_inventory_health_build.md:163;docs/archives\temp_validate_import_boundaries_build.md:223
6-stop-gates	2	docs/pipeline\healthview_orchestration_pipeline\implementation_plans\stage_5_hop_refactor_plan.md,docs/pipeline\healthview_orchestration_pipeline\implementation_plans\stage_6_1_hop_refactor_plan.md	docs/pipeline\healthview_orchestration_pipeline\implementation_plans\stage_5_hop_refactor_plan.md:552;docs/pipeline\healthview_orchestration_pipeline\implementation_plans\stage_6_1_hop_refactor_plan.md:558
7-update-log	2	docs/pipeline\healthview_orchestration_pipeline\implementation_plans\stage_6_1_hop_refactor_plan.md,docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_available_scripts_orchestrator_roster.md	docs/pipeline\healthview_orchestration_pipeline\implementation_plans\stage_6_1_hop_refactor_plan.md:588;docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_available_scripts_orchestrator_roster.md:584
anti-patterns	2	docs/standards\global\std-global-monkey-patching.md,docs/standards\global\std-global-prompt-engineering.md	docs/standards\global\std-global-monkey-patching.md:137;docs/standards\global\std-global-prompt-engineering.md:119
authoring-guidelines	2	docs/standards\global\README.md,docs/standards\project\README.md	docs/standards\global\README.md:22;docs/standards\project\README.md:25
change-history	2	docs/standards\global\std-global-html-coding.md,docs/standards\global\std-global-prompt-engineering.md	docs/standards\global\std-global-html-coding.md:151;docs/standards\global\std-global-prompt-engineering.md:185
cli-reference	2	docs/automation\generate_anchor_inventory.md,docs/automation\generate_doc_index.md	docs/automation\generate_anchor_inventory.md:59;docs/automation\generate_doc_index.md:66
data-shape	2	docs/automation\generate_anchor_inventory.md,docs/automation\generate_doc_index.md	docs/automation\generate_anchor_inventory.md:27;docs/automation\generate_doc_index.md:50
decisions-captured	2	docs/automation\function_inventory_integration_plan.md,docs/templates\integration_alignment_template.md	docs/automation\function_inventory_integration_plan.md:128;docs/templates\integration_alignment_template.md:97
environment-flags	2	docs/automation\configure_faulthandler_runtime.md,docs/automation\dump_faulthandler_snapshot.md	docs/automation\configure_faulthandler_runtime.md:29;docs/automation\dump_faulthandler_snapshot.md:21
error-handling	2	docs/standards\global\std-global-chainlit-ui.md,docs/standards\global\std-global-python-engineering.md	docs/standards\global\std-global-chainlit-ui.md:42;docs/standards\global\std-global-python-engineering.md:20
fast-keyword-search	2	docs/pipeline\tier3_index\IMPLEMENTATION_SUMMARY.md,docs/pipeline\tier3_index\README (1).md	docs/pipeline\tier3_index\IMPLEMENTATION_SUMMARY.md:145;docs/pipeline\tier3_index\README (1).md:106
future-enhancements	2	docs/automation\function_analysis_guide.md,docs/automation\standards-extraction-spec.md	docs/automation\function_analysis_guide.md:91;docs/automation\standards-extraction-spec.md:167
implementation-summary	2	docs/automation\generate_anchor_inventory.md,docs/automation\generate_doc_index.md	docs/automation\generate_anchor_inventory.md:73;docs/automation\generate_doc_index.md:75
integration-notes	2	docs/automation\extract_standards_rules.md,docs/automation\verify_docs_integrity.md	docs/automation\extract_standards_rules.md:92;docs/automation\verify_docs_integrity.md:72
legacy-compatibility	2	docs/automation\configure_faulthandler_runtime.md,docs/automation\dump_faulthandler_snapshot.md	docs/automation\configure_faulthandler_runtime.md:60;docs/automation\dump_faulthandler_snapshot.md:65
load-index	2	docs/pipeline\tier3_index\IMPLEMENTATION_SUMMARY.md,docs/pipeline\tier3_index\README (1).md	docs/pipeline\tier3_index\IMPLEMENTATION_SUMMARY.md:141;docs/pipeline\tier3_index\README (1).md:102
migration-notes	2	docs/standards\global\README.md,docs/standards\project\README.md	docs/standards\global\README.md:28;docs/standards\project\README.md:31
next-actions	2	docs/automation\ci_metrics_checks.md,docs/automation\traceability\aggregator_dependency_audit.md	docs/automation\ci_metrics_checks.md:43;docs/automation\traceability\aggregator_dependency_audit.md:28
notes-for-ai-consumers	2	docs/automation\generate_anchor_inventory.md,docs/automation\generate_doc_index.md	docs/automation\generate_anchor_inventory.md:89;docs/automation\generate_doc_index.md:81
output-contract	2	docs/automation\generate_anchor_inventory.md,docs/automation\generate_doc_index.md	docs/automation\generate_anchor_inventory.md:12;docs/automation\generate_doc_index.md:37
outstanding-considerations	2	docs/automation\function_inventory_integration_plan.md,docs/templates\integration_alignment_template.md	docs/automation\function_inventory_integration_plan.md:141;docs/templates\integration_alignment_template.md:106
phase-1-foundation-inventory	2	docs/repo_studios_build_plan.md,docs/templates\structural_checklist_template.md	docs/repo_studios_build_plan.md:19;docs/templates\structural_checklist_template.md:10
phase-2-migration-normalization	2	docs/repo_studios_build_plan.md,docs/templates\structural_checklist_template.md	docs/repo_studios_build_plan.md:35;docs/templates\structural_checklist_template.md:16
phase-3-automation-quality-gates	2	docs/repo_studios_build_plan.md,docs/templates\structural_checklist_template.md	docs/repo_studios_build_plan.md:49;docs/templates\structural_checklist_template.md:21
progress-log	2	docs/pipeline\healthview_orchestration_pipeline\implementation_plans\docstring_compliance_plan.md,docs/pipeline\healthview_orchestration_pipeline\implementation_plans\stage_4_1_implementation_plan.md	docs/pipeline\healthview_orchestration_pipeline\implementation_plans\docstring_compliance_plan.md:378;docs/pipeline\healthview_orchestration_pipeline\implementation_plans\stage_4_1_implementation_plan.md:164
responsibilities	2	docs/automation\configure_faulthandler_runtime.md,docs/automation\dump_faulthandler_snapshot.md	docs/automation\configure_faulthandler_runtime.md:13;docs/automation\dump_faulthandler_snapshot.md:11
script-inventory-template	2	docs/templates\script_inventory.md,docs/templates\script_inventory_template.md	docs/templates\script_inventory.md:1;docs/templates\script_inventory_template.md:1
self-improvement-protocol	2	docs/standards\global\std-global-code-cleanup.md,docs/standards\global\std-global-html-coding.md	docs/standards\global\std-global-code-cleanup.md:72;docs/standards\global\std-global-html-coding.md:97
status-board	2	docs/pipeline\README.md,docs/pipeline\pipeline_doc_map.md	docs/pipeline\README.md:65;docs/pipeline\pipeline_doc_map.md:64
success-criteria	2	docs/playbooks\playbook-memory-refresh.md,docs/standards\global\std-global-mission-parameters.md	docs/playbooks\playbook-memory-refresh.md:72;docs/standards\global\std-global-mission-parameters.md:103
testing-discipline	2	docs/standards\global\std-global-python-engineering.md,docs/standards\project\std-project-python-instructions.md	docs/standards\global\std-global-python-engineering.md:32;docs/standards\project\std-project-python-instructions.md:32
validation-checklist	2	docs/automation\healthview_onboarding.md,docs/automation\report_paths_migration_pattern.md	docs/automation\healthview_onboarding.md:97;docs/automation\report_paths_migration_pattern.md:329
