slug	file_count	files	locations
6-completion	5	.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_aggregator_template.md,.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_consumer_template.md,.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_orchestrator_template.md,.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_producer_template.md,.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_summarizer_template.md	.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_aggregator_template.md:231;.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_consumer_template.md:229;.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_orchestrator_template.md:163;.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_producer_template.md:227;.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_summarizer_template.md:228
objective	5	.repo_studios/docs/automation\traceability\analyze_monkey_patch_trends_modernization_plan.md,.repo_studios/docs/automation\traceability\generate_churn_complexity_heatmap_modernization_plan.md,.repo_studios/docs/automation\traceability\generate_code_doc_churn_report_plan.md,.repo_studios/docs/automation\traceability\run_batch_cleanup_modernization_plan.md,.repo_studios/docs/automation\traceability\run_standards_index_cli_modernization_plan.md	.repo_studios/docs/automation\traceability\analyze_monkey_patch_trends_modernization_plan.md:5;.repo_studios/docs/automation\traceability\generate_churn_complexity_heatmap_modernization_plan.md:3;.repo_studios/docs/automation\traceability\generate_code_doc_churn_report_plan.md:22;.repo_studios/docs/automation\traceability\run_batch_cleanup_modernization_plan.md:10;.repo_studios/docs/automation\traceability\run_standards_index_cli_modernization_plan.md:9
open-questions	5	.repo_studios/docs/automation\traceability\analyze_monkey_patch_trends_modernization_plan.md,.repo_studios/docs/automation\traceability\fault_pipeline_aggregator_plan.md,.repo_studios/docs/automation\traceability\generate_churn_complexity_heatmap_modernization_plan.md,.repo_studios/docs/automation\traceability\run_batch_cleanup_modernization_plan.md,.repo_studios/docs/automation\traceability\run_standards_index_cli_modernization_plan.md	.repo_studios/docs/automation\traceability\analyze_monkey_patch_trends_modernization_plan.md:76;.repo_studios/docs/automation\traceability\fault_pipeline_aggregator_plan.md:23;.repo_studios/docs/automation\traceability\generate_churn_complexity_heatmap_modernization_plan.md:74;.repo_studios/docs/automation\traceability\run_batch_cleanup_modernization_plan.md:76;.repo_studios/docs/automation\traceability\run_standards_index_cli_modernization_plan.md:73
script-build-template-scriptname	5	.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_aggregator_template.md,.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_consumer_template.md,.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_orchestrator_template.md,.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_producer_template.md,.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_summarizer_template.md	.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_aggregator_template.md:27;.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_consumer_template.md:27;.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_orchestrator_template.md:27;.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_producer_template.md:27;.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_summarizer_template.md:27
script-inventory	5	.repo_studios/docs/automation\report_paths_migration_pattern.md,.repo_studios/docs/pipeline\healthview_orchestration_pipeline\implementation_plans\stage_4_1_implementation_plan.md,.repo_studios/docs/pipeline\healthview_orchestration_pipeline\implementation_plans\stage_5_1_implementation_plan.md,.repo_studios/docs/pipeline\healthview_orchestration_pipeline\implementation_plans\stage_6_1_implementation_plan.md,.repo_studios/docs/pipeline\healthview_orchestration_pipeline\implementation_plans\stage_7_1_implementation_plan.md	.repo_studios/docs/automation\report_paths_migration_pattern.md:47;.repo_studios/docs/pipeline\healthview_orchestration_pipeline\implementation_plans\stage_4_1_implementation_plan.md:20;.repo_studios/docs/pipeline\healthview_orchestration_pipeline\implementation_plans\stage_5_1_implementation_plan.md:20;.repo_studios/docs/pipeline\healthview_orchestration_pipeline\implementation_plans\stage_6_1_implementation_plan.md:28;.repo_studios/docs/pipeline\healthview_orchestration_pipeline\implementation_plans\stage_7_1_implementation_plan.md:28
template-variables	5	.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_aggregator_template.md,.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_consumer_template.md,.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_orchestrator_template.md,.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_producer_template.md,.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_summarizer_template.md	.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_aggregator_template.md:241;.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_consumer_template.md:239;.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_orchestrator_template.md:173;.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_producer_template.md:237;.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\templates\tier2_summarizer_template.md:238
anchor-health-reminder	4	.repo_studios/docs/standards\global\std-global-monkey-patching.md,.repo_studios/docs/standards\global\std-global-prompt-engineering.md,.repo_studios/docs/standards\global\std-global-python-engineering.md,.repo_studios/docs/standards\project\std-project-operating-standard.md	.repo_studios/docs/standards\global\std-global-monkey-patching.md:172;.repo_studios/docs/standards\global\std-global-prompt-engineering.md:137;.repo_studios/docs/standards\global\std-global-python-engineering.md:274;.repo_studios/docs/standards\project\std-project-operating-standard.md:126
current-state	4	.repo_studios/docs/automation\traceability\analyze_monkey_patch_trends_modernization_plan.md,.repo_studios/docs/automation\traceability\generate_churn_complexity_heatmap_modernization_plan.md,.repo_studios/docs/automation\traceability\run_batch_cleanup_modernization_plan.md,.repo_studios/docs/automation\traceability\run_standards_index_cli_modernization_plan.md	.repo_studios/docs/automation\traceability\analyze_monkey_patch_trends_modernization_plan.md:9;.repo_studios/docs/automation\traceability\generate_churn_complexity_heatmap_modernization_plan.md:7;.repo_studios/docs/automation\traceability\run_batch_cleanup_modernization_plan.md:14;.repo_studios/docs/automation\traceability\run_standards_index_cli_modernization_plan.md:16
evidence-links	4	.repo_studios/docs/pipeline\healthview_orchestration_pipeline\implementation_plans\stage_4_1_implementation_plan.md,.repo_studios/docs/pipeline\healthview_orchestration_pipeline\implementation_plans\stage_5_1_implementation_plan.md,.repo_studios/docs/pipeline\healthview_orchestration_pipeline\implementation_plans\stage_6_1_implementation_plan.md,.repo_studios/docs/pipeline\healthview_orchestration_pipeline\implementation_plans\stage_7_1_implementation_plan.md	.repo_studios/docs/pipeline\healthview_orchestration_pipeline\implementation_plans\stage_4_1_implementation_plan.md:142;.repo_studios/docs/pipeline\healthview_orchestration_pipeline\implementation_plans\stage_5_1_implementation_plan.md:149;.repo_studios/docs/pipeline\healthview_orchestration_pipeline\implementation_plans\stage_6_1_implementation_plan.md:139;.repo_studios/docs/pipeline\healthview_orchestration_pipeline\implementation_plans\stage_7_1_implementation_plan.md:126
executive-summary	4	.repo_studios/docs/Repo_Studios_MOU_Strategic_Architecture.md,.repo_studios/docs/pipeline\healthview_orchestration_pipeline\implementation_plans\stage_3_1_implementation_plan.md,.repo_studios/docs/pipeline\healthview_orchestration_pipeline\implementation_plans\stage_5_hop_refactor_plan.md,.repo_studios/docs/pipeline\healthview_orchestration_pipeline\implementation_plans\stage_6_1_hop_refactor_plan.md	.repo_studios/docs/Repo_Studios_MOU_Strategic_Architecture.md:13;.repo_studios/docs/pipeline\healthview_orchestration_pipeline\implementation_plans\stage_3_1_implementation_plan.md:27;.repo_studios/docs/pipeline\healthview_orchestration_pipeline\implementation_plans\stage_5_hop_refactor_plan.md:34;.repo_studios/docs/pipeline\healthview_orchestration_pipeline\implementation_plans\stage_6_1_hop_refactor_plan.md:31
implementation-phases	4	.repo_studios/docs/pipeline\healthview_orchestration_pipeline\implementation_plans\stage_4_1_implementation_plan.md,.repo_studios/docs/pipeline\healthview_orchestration_pipeline\implementation_plans\stage_5_1_implementation_plan.md,.repo_studios/docs/pipeline\healthview_orchestration_pipeline\implementation_plans\stage_6_1_implementation_plan.md,.repo_studios/docs/pipeline\healthview_orchestration_pipeline\implementation_plans\stage_7_1_implementation_plan.md	.repo_studios/docs/pipeline\healthview_orchestration_pipeline\implementation_plans\stage_4_1_implementation_plan.md:35;.repo_studios/docs/pipeline\healthview_orchestration_pipeline\implementation_plans\stage_5_1_implementation_plan.md:35;.repo_studios/docs/pipeline\healthview_orchestration_pipeline\implementation_plans\stage_6_1_implementation_plan.md:43;.repo_studios/docs/pipeline\healthview_orchestration_pipeline\implementation_plans\stage_7_1_implementation_plan.md:82
implementation-steps	4	.repo_studios/docs/automation\traceability\analyze_monkey_patch_trends_modernization_plan.md,.repo_studios/docs/automation\traceability\generate_churn_complexity_heatmap_modernization_plan.md,.repo_studios/docs/automation\traceability\run_batch_cleanup_modernization_plan.md,.repo_studios/docs/automation\traceability\run_standards_index_cli_modernization_plan.md	.repo_studios/docs/automation\traceability\analyze_monkey_patch_trends_modernization_plan.md:27;.repo_studios/docs/automation\traceability\generate_churn_complexity_heatmap_modernization_plan.md:26;.repo_studios/docs/automation\traceability\run_batch_cleanup_modernization_plan.md:40;.repo_studios/docs/automation\traceability\run_standards_index_cli_modernization_plan.md:42
status	4	.repo_studios/docs/automation\run_standards_index_cli.md,.repo_studios/docs/automation\traceability\fault_pipeline_aggregator_plan.md,.repo_studios/docs/automation\traceability\run_batch_cleanup_modernization_plan.md,.repo_studios/docs/automation\traceability\run_standards_index_cli_modernization_plan.md	.repo_studios/docs/automation\run_standards_index_cli.md:5;.repo_studios/docs/automation\traceability\fault_pipeline_aggregator_plan.md:3;.repo_studios/docs/automation\traceability\run_batch_cleanup_modernization_plan.md:3;.repo_studios/docs/automation\traceability\run_standards_index_cli_modernization_plan.md:3
status-semantics	4	.repo_studios/docs/automation\generate_dependency_hygiene_report.md,.repo_studios/docs/automation\generate_standards_index.md,.repo_studios/docs/automation\generate_test_coverage_inventory.md,.repo_studios/docs/automation\validate_markdown_anchors.md	.repo_studios/docs/automation\generate_dependency_hygiene_report.md:68;.repo_studios/docs/automation\generate_standards_index.md:62;.repo_studios/docs/automation\generate_test_coverage_inventory.md:101;.repo_studios/docs/automation\validate_markdown_anchors.md:60
target-architecture	4	.repo_studios/docs/automation\traceability\analyze_monkey_patch_trends_modernization_plan.md,.repo_studios/docs/automation\traceability\generate_churn_complexity_heatmap_modernization_plan.md,.repo_studios/docs/automation\traceability\run_batch_cleanup_modernization_plan.md,.repo_studios/docs/automation\traceability\run_standards_index_cli_modernization_plan.md	.repo_studios/docs/automation\traceability\analyze_monkey_patch_trends_modernization_plan.md:16;.repo_studios/docs/automation\traceability\generate_churn_complexity_heatmap_modernization_plan.md:15;.repo_studios/docs/automation\traceability\run_batch_cleanup_modernization_plan.md:27;.repo_studios/docs/automation\traceability\run_standards_index_cli_modernization_plan.md:29
usage	4	.repo_studios/docs/automation\dump_faulthandler_snapshot.md,.repo_studios/docs/automation\generate_code_doc_churn_report.md,.repo_studios/docs/pipeline\tier3_index\IMPLEMENTATION_SUMMARY.md,.repo_studios/docs/pipeline\tier3_index\README (1).md	.repo_studios/docs/automation\dump_faulthandler_snapshot.md:34;.repo_studios/docs/automation\generate_code_doc_churn_report.md:60;.repo_studios/docs/pipeline\tier3_index\IMPLEMENTATION_SUMMARY.md:114;.repo_studios/docs/pipeline\tier3_index\README (1).md:16
acceptance-criteria	3	.repo_studios/docs/automation\traceability\analyze_monkey_patch_trends_modernization_plan.md,.repo_studios/docs/automation\traceability\run_batch_cleanup_modernization_plan.md,.repo_studios/docs/automation\traceability\run_standards_index_cli_modernization_plan.md	.repo_studios/docs/automation\traceability\analyze_monkey_patch_trends_modernization_plan.md:68;.repo_studios/docs/automation\traceability\run_batch_cleanup_modernization_plan.md:68;.repo_studios/docs/automation\traceability\run_standards_index_cli_modernization_plan.md:64
anchor-health-cross-link	3	.repo_studios/docs/standards\global\std-global-chainlit-ui.md,.repo_studios/docs/standards\global\std-global-code-cleanup.md,.repo_studios/docs/standards\global\std-global-html-coding.md	.repo_studios/docs/standards\global\std-global-chainlit-ui.md:197;.repo_studios/docs/standards\global\std-global-code-cleanup.md:133;.repo_studios/docs/standards\global\std-global-html-coding.md:156
anti-patterns-to-avoid	3	.repo_studios/docs/standards\global\std-global-html-coding.md,.repo_studios/docs/standards\global\std-global-markdown-authoring.md,.repo_studios/docs/standards\global\std-global-python-engineering.md	.repo_studios/docs/standards\global\std-global-html-coding.md:88;.repo_studios/docs/standards\global\std-global-markdown-authoring.md:89;.repo_studios/docs/standards\global\std-global-python-engineering.md:256
context	3	.repo_studios/docs/automation\traceability\fault_pipeline_aggregator_plan.md,.repo_studios/docs/templates\agent_note_template.md,docs/automation\orchestrator_implementation.md	.repo_studios/docs/automation\traceability\fault_pipeline_aggregator_plan.md:14;.repo_studios/docs/templates\agent_note_template.md:14;docs/automation\orchestrator_implementation.md:19
dependencies-coordination	3	.repo_studios/docs/automation\traceability\analyze_monkey_patch_trends_modernization_plan.md,.repo_studios/docs/automation\traceability\run_batch_cleanup_modernization_plan.md,.repo_studios/docs/automation\traceability\run_standards_index_cli_modernization_plan.md	.repo_studios/docs/automation\traceability\analyze_monkey_patch_trends_modernization_plan.md:62;.repo_studios/docs/automation\traceability\run_batch_cleanup_modernization_plan.md:62;.repo_studios/docs/automation\traceability\run_standards_index_cli_modernization_plan.md:57
inputs	3	.repo_studios/docs/automation\generate_anchor_health_report.md,.repo_studios/docs/automation\generate_code_doc_churn_report.md,.repo_studios/docs/automation\generate_test_log_health_report.md	.repo_studios/docs/automation\generate_anchor_health_report.md:9;.repo_studios/docs/automation\generate_code_doc_churn_report.md:31;.repo_studios/docs/automation\generate_test_log_health_report.md:35
next-steps	3	.repo_studios/docs/automation\traceability\generate_code_doc_churn_report_plan.md,.repo_studios/docs/inventory\inventory-notes.md,.repo_studios/docs/pipeline\tier3_index\IMPLEMENTATION_SUMMARY.md	.repo_studios/docs/automation\traceability\generate_code_doc_churn_report_plan.md:119;.repo_studios/docs/inventory\inventory-notes.md:120;.repo_studios/docs/pipeline\tier3_index\IMPLEMENTATION_SUMMARY.md:228
quick-checklists	3	.repo_studios/docs/standards\global\std-global-html-coding.md,.repo_studios/docs/standards\global\std-global-monkey-patching.md,.repo_studios/docs/standards\global\std-global-prompt-engineering.md	.repo_studios/docs/standards\global\std-global-html-coding.md:104;.repo_studios/docs/standards\global\std-global-monkey-patching.md:146;.repo_studios/docs/standards\global\std-global-prompt-engineering.md:101
validation-rules	3	.repo_studios/docs/automation\standards-index-schema.md,.repo_studios/docs/pipeline\tier3_index\IMPLEMENTATION_SUMMARY.md,.repo_studios/docs/pipeline\tier3_index\README (1).md	.repo_studios/docs/automation\standards-index-schema.md:133;.repo_studios/docs/pipeline\tier3_index\IMPLEMENTATION_SUMMARY.md:103;.repo_studios/docs/pipeline\tier3_index\README (1).md:69
1-5w1h-purpose-context	2	.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier1_healthview_orchestration_pipeline.md,.repo_studios/docs/pipeline\pipeline_templates\tier1_pipeline_template.md	.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier1_healthview_orchestration_pipeline.md:113;.repo_studios/docs/pipeline\pipeline_templates\tier1_pipeline_template.md:33
1-gap-analysis	2	.repo_studios/docs/pipeline\healthview_orchestration_pipeline\implementation_plans\stage_5_hop_refactor_plan.md,.repo_studios/docs/pipeline\healthview_orchestration_pipeline\implementation_plans\stage_6_1_hop_refactor_plan.md	.repo_studios/docs/pipeline\healthview_orchestration_pipeline\implementation_plans\stage_5_hop_refactor_plan.md:80;.repo_studios/docs/pipeline\healthview_orchestration_pipeline\implementation_plans\stage_6_1_hop_refactor_plan.md:67
2-document-metadata	2	.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier1_healthview_orchestration_pipeline.md,.repo_studios/docs/pipeline\pipeline_templates\tier1_pipeline_template.md	.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier1_healthview_orchestration_pipeline.md:231;.repo_studios/docs/pipeline\pipeline_templates\tier1_pipeline_template.md:67
3-build-plan	2	.repo_studios/docs/archives\temp_check_inventory_health_build.md,.repo_studios/docs/archives\temp_validate_import_boundaries_build.md	.repo_studios/docs/archives\temp_check_inventory_health_build.md:118;.repo_studios/docs/archives\temp_validate_import_boundaries_build.md:142
3-global-pipeline-overview	2	.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier1_healthview_orchestration_pipeline.md,.repo_studios/docs/pipeline\pipeline_templates\tier1_pipeline_template.md	.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier1_healthview_orchestration_pipeline.md:255;.repo_studios/docs/pipeline\pipeline_templates\tier1_pipeline_template.md:78
4-alteration-locations	2	.repo_studios/docs/archives\temp_check_inventory_health_build.md,.repo_studios/docs/archives\temp_validate_import_boundaries_build.md	.repo_studios/docs/archives\temp_check_inventory_health_build.md:140;.repo_studios/docs/archives\temp_validate_import_boundaries_build.md:176
5-modifications-log	2	.repo_studios/docs/archives\temp_check_inventory_health_build.md,.repo_studios/docs/archives\temp_validate_import_boundaries_build.md	.repo_studios/docs/archives\temp_check_inventory_health_build.md:163;.repo_studios/docs/archives\temp_validate_import_boundaries_build.md:223
6-stop-gates	2	.repo_studios/docs/pipeline\healthview_orchestration_pipeline\implementation_plans\stage_5_hop_refactor_plan.md,.repo_studios/docs/pipeline\healthview_orchestration_pipeline\implementation_plans\stage_6_1_hop_refactor_plan.md	.repo_studios/docs/pipeline\healthview_orchestration_pipeline\implementation_plans\stage_5_hop_refactor_plan.md:552;.repo_studios/docs/pipeline\healthview_orchestration_pipeline\implementation_plans\stage_6_1_hop_refactor_plan.md:558
7-update-log	2	.repo_studios/docs/pipeline\healthview_orchestration_pipeline\implementation_plans\stage_6_1_hop_refactor_plan.md,.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_available_scripts_orchestrator_roster.md	.repo_studios/docs/pipeline\healthview_orchestration_pipeline\implementation_plans\stage_6_1_hop_refactor_plan.md:588;.repo_studios/docs/pipeline\healthview_orchestration_pipeline\tier2_roster\tier2_available_scripts_orchestrator_roster.md:584
anti-patterns	2	.repo_studios/docs/standards\global\std-global-monkey-patching.md,.repo_studios/docs/standards\global\std-global-prompt-engineering.md	.repo_studios/docs/standards\global\std-global-monkey-patching.md:137;.repo_studios/docs/standards\global\std-global-prompt-engineering.md:119
authoring-guidelines	2	.repo_studios/docs/standards\global\README.md,.repo_studios/docs/standards\project\README.md	.repo_studios/docs/standards\global\README.md:22;.repo_studios/docs/standards\project\README.md:25
change-history	2	.repo_studios/docs/standards\global\std-global-html-coding.md,.repo_studios/docs/standards\global\std-global-prompt-engineering.md	.repo_studios/docs/standards\global\std-global-html-coding.md:151;.repo_studios/docs/standards\global\std-global-prompt-engineering.md:185
cli-reference	2	.repo_studios/docs/automation\generate_anchor_inventory.md,.repo_studios/docs/automation\generate_doc_index.md	.repo_studios/docs/automation\generate_anchor_inventory.md:59;.repo_studios/docs/automation\generate_doc_index.md:66
data-shape	2	.repo_studios/docs/automation\generate_anchor_inventory.md,.repo_studios/docs/automation\generate_doc_index.md	.repo_studios/docs/automation\generate_anchor_inventory.md:27;.repo_studios/docs/automation\generate_doc_index.md:50
decisions-captured	2	.repo_studios/docs/automation\function_inventory_integration_plan.md,.repo_studios/docs/templates\integration_alignment_template.md	.repo_studios/docs/automation\function_inventory_integration_plan.md:128;.repo_studios/docs/templates\integration_alignment_template.md:97
environment-flags	2	.repo_studios/docs/automation\configure_faulthandler_runtime.md,.repo_studios/docs/automation\dump_faulthandler_snapshot.md	.repo_studios/docs/automation\configure_faulthandler_runtime.md:29;.repo_studios/docs/automation\dump_faulthandler_snapshot.md:21
error-handling	2	docs/standards\global\std-global-chainlit-ui.md,docs/standards\global\std-global-python-engineering.md	docs/standards\global\std-global-chainlit-ui.md:42;docs/standards\global\std-global-python-engineering.md:20
fast-keyword-search	2	.repo_studios/docs/pipeline\tier3_index\IMPLEMENTATION_SUMMARY.md,.repo_studios/docs/pipeline\tier3_index\README (1).md	.repo_studios/docs/pipeline\tier3_index\IMPLEMENTATION_SUMMARY.md:145;.repo_studios/docs/pipeline\tier3_index\README (1).md:106
future-enhancements	2	.repo_studios/docs/automation\function_analysis_guide.md,.repo_studios/docs/automation\standards-extraction-spec.md	.repo_studios/docs/automation\function_analysis_guide.md:91;.repo_studios/docs/automation\standards-extraction-spec.md:167
implementation-summary	2	.repo_studios/docs/automation\generate_anchor_inventory.md,.repo_studios/docs/automation\generate_doc_index.md	.repo_studios/docs/automation\generate_anchor_inventory.md:73;.repo_studios/docs/automation\generate_doc_index.md:75
integration-notes	2	.repo_studios/docs/automation\extract_standards_rules.md,.repo_studios/docs/automation\verify_docs_integrity.md	.repo_studios/docs/automation\extract_standards_rules.md:92;.repo_studios/docs/automation\verify_docs_integrity.md:72
legacy-compatibility	2	.repo_studios/docs/automation\configure_faulthandler_runtime.md,.repo_studios/docs/automation\dump_faulthandler_snapshot.md	.repo_studios/docs/automation\configure_faulthandler_runtime.md:60;.repo_studios/docs/automation\dump_faulthandler_snapshot.md:65
load-index	2	.repo_studios/docs/pipeline\tier3_index\IMPLEMENTATION_SUMMARY.md,.repo_studios/docs/pipeline\tier3_index\README (1).md	.repo_studios/docs/pipeline\tier3_index\IMPLEMENTATION_SUMMARY.md:141;.repo_studios/docs/pipeline\tier3_index\README (1).md:102
migration-notes	2	.repo_studios/docs/standards\global\README.md,.repo_studios/docs/standards\project\README.md	.repo_studios/docs/standards\global\README.md:28;.repo_studios/docs/standards\project\README.md:31
next-actions	2	.repo_studios/docs/automation\ci_metrics_checks.md,.repo_studios/docs/automation\traceability\aggregator_dependency_audit.md	.repo_studios/docs/automation\ci_metrics_checks.md:43;.repo_studios/docs/automation\traceability\aggregator_dependency_audit.md:28
notes-for-ai-consumers	2	.repo_studios/docs/automation\generate_anchor_inventory.md,.repo_studios/docs/automation\generate_doc_index.md	.repo_studios/docs/automation\generate_anchor_inventory.md:89;.repo_studios/docs/automation\generate_doc_index.md:81
output-contract	2	.repo_studios/docs/automation\generate_anchor_inventory.md,.repo_studios/docs/automation\generate_doc_index.md	.repo_studios/docs/automation\generate_anchor_inventory.md:12;.repo_studios/docs/automation\generate_doc_index.md:37
outstanding-considerations	2	.repo_studios/docs/automation\function_inventory_integration_plan.md,.repo_studios/docs/templates\integration_alignment_template.md	.repo_studios/docs/automation\function_inventory_integration_plan.md:141;.repo_studios/docs/templates\integration_alignment_template.md:106
packaging-dependencies	2	.repo_studios/docs/standards\global\std-global-python-engineering.md,docs/standards\global\std-global-python-engineering.md	.repo_studios/docs/standards\global\std-global-python-engineering.md:170;docs/standards\global\std-global-python-engineering.md:40
phase-1-foundation-inventory	2	.repo_studios/docs/repo_studios_build_plan.md,.repo_studios/docs/templates\structural_checklist_template.md	.repo_studios/docs/repo_studios_build_plan.md:19;.repo_studios/docs/templates\structural_checklist_template.md:10
phase-2-migration-normalization	2	.repo_studios/docs/repo_studios_build_plan.md,.repo_studios/docs/templates\structural_checklist_template.md	.repo_studios/docs/repo_studios_build_plan.md:35;.repo_studios/docs/templates\structural_checklist_template.md:16
phase-3-automation-quality-gates	2	.repo_studios/docs/repo_studios_build_plan.md,.repo_studios/docs/templates\structural_checklist_template.md	.repo_studios/docs/repo_studios_build_plan.md:49;.repo_studios/docs/templates\structural_checklist_template.md:21
progress-log	2	.repo_studios/docs/pipeline\healthview_orchestration_pipeline\implementation_plans\docstring_compliance_plan.md,.repo_studios/docs/pipeline\healthview_orchestration_pipeline\implementation_plans\stage_4_1_implementation_plan.md	.repo_studios/docs/pipeline\healthview_orchestration_pipeline\implementation_plans\docstring_compliance_plan.md:378;.repo_studios/docs/pipeline\healthview_orchestration_pipeline\implementation_plans\stage_4_1_implementation_plan.md:164
responsibilities	2	.repo_studios/docs/automation\configure_faulthandler_runtime.md,.repo_studios/docs/automation\dump_faulthandler_snapshot.md	.repo_studios/docs/automation\configure_faulthandler_runtime.md:13;.repo_studios/docs/automation\dump_faulthandler_snapshot.md:11
script-inventory-template	2	.repo_studios/docs/templates\script_inventory.md,.repo_studios/docs/templates\script_inventory_template.md	.repo_studios/docs/templates\script_inventory.md:1;.repo_studios/docs/templates\script_inventory_template.md:1
self-improvement-protocol	2	.repo_studios/docs/standards\global\std-global-code-cleanup.md,.repo_studios/docs/standards\global\std-global-html-coding.md	.repo_studios/docs/standards\global\std-global-code-cleanup.md:72;.repo_studios/docs/standards\global\std-global-html-coding.md:97
status-board	2	.repo_studios/docs/pipeline\README.md,.repo_studios/docs/pipeline\pipeline_doc_map.md	.repo_studios/docs/pipeline\README.md:65;.repo_studios/docs/pipeline\pipeline_doc_map.md:64
success-criteria	2	.repo_studios/docs/playbooks\playbook-memory-refresh.md,.repo_studios/docs/standards\global\std-global-mission-parameters.md	.repo_studios/docs/playbooks\playbook-memory-refresh.md:72;.repo_studios/docs/standards\global\std-global-mission-parameters.md:103
testing-discipline	2	docs/standards\global\std-global-python-engineering.md,docs/standards\project\std-project-python-instructions.md	docs/standards\global\std-global-python-engineering.md:32;docs/standards\project\std-project-python-instructions.md:32
validation-checklist	2	.repo_studios/docs/automation\healthview_onboarding.md,.repo_studios/docs/automation\report_paths_migration_pattern.md	.repo_studios/docs/automation\healthview_onboarding.md:97;.repo_studios/docs/automation\report_paths_migration_pattern.md:329
